component_slug,field_key,locale,value,status,notes
contact-form,type__professional,ar,تبادل مهني,draft,
contact-form,type__question,ar,سؤال,draft,
contact-hero,kicker,ar,اكتبي إلى الدار,draft,
contact-hero,subtitle,ar,سؤال عن الطقوس، الكيت، طلب، تبادل مهني؟,draft,
contact-hero,title,ar,اتصال.,draft,
contact-metadata,description,ar,سؤال عن الطقوس، الكيت، طلب، تكوين؟ اكتبي إلى دار FemiGlow من الرباط (25 مكرر شارع باتريس لومومبا).,draft,
contact-metadata,og_description,ar,تردّ الدار في غضون 24 ساعة عمل.,draft,
contact-metadata,title,ar,اتصال — الدار تكتب لكِ,draft,
home-avis,ines__context,ar,مراكش,draft,
home-avis,ines__first_name,ar,إيناس,draft,
home-avis,ines__quote,ar,Paste تمنح لمسة تُشبهني. طبيعية، دون طلاء.,draft,
home-avis,kicker_default,ar,أصوات,draft,
home-avis,salma__context,ar,الدار البيضاء,draft,
home-avis,salma__first_name,ar,سلمى,draft,
home-avis,salma__initiee_depuis,ar,يناير 2025,draft,
home-avis,salma__quote,ar,ثلاثة أشهر دون كسر. خمس دقائق كلّ مساء تكفي.,draft,
home-avis,title_default,ar,اللواتي جرّبن.,draft,
home-avis,yasmine__context,ar,الرباط,draft,
home-avis,yasmine__first_name,ar,ياسمين,draft,
home-avis,yasmine__quote,ar,الطقوس تُنظِّم نهاية يومي. أصبحت لحظتي الخاصّة.,draft,
home-gestes,kicker,ar,الطقوس,draft,
home-gestes,paste_description,ar,عجينة كريمية ناعمة، تُوضع على ظفر جافّ. تُغلِّف، تُملِّس، تُهيِّئ.,draft,
home-gestes,paste_duree,ar,دقيقتان,draft,
home-gestes,paste_titre,ar,Paste,draft,
home-gestes,polish_description,ar,مُلمِّع Step 4 يُمرَّر بحركات بطيئة. يظهر اللمعان الطبيعي.,draft,
home-gestes,polish_duree,ar,دقيقة واحدة,draft,
home-gestes,polish_titre,ar,Polish & Shine,draft,
home-gestes,powder_description,ar,بودرة بيضاء ناعمة، تُوضع فوق Paste. تمتصّ، تُلمِّع، توقظ.,draft,
home-gestes,powder_duree,ar,دقيقتان,draft,
home-gestes,powder_titre,ar,Powder,draft,
home-gestes,title,ar,خمس حركات، خمس دقائق.,draft,drift: Cinq gestes (5) — voir review-notes 1.2
home-hero,cta_primary,ar,اكتشفي الطقوس,draft,
home-hero,cta_secondary,ar,استلمي الكيت,draft,
home-hero,image_alt,ar,علبة FemiGlow الباستيلية مفتوحة، علبة Paste بلون مريمي وعلبة Powder وردي ناعم، مُلمِّع أزرق سماوي، ضوء طبيعي في نهاية الصباح,draft,
home-hero,kicker,ar,دار الرباط,draft,
home-hero,subtitle,ar,مانيكور ياباني حلال، مدروس في الرباط. دون طلاء، دون احتكاك.,draft,
home-hero,title,ar,كيت FemiGlow. حركتان، إشراقة تظهر.,draft,
home-manifeste,kicker,ar,بيان,draft,
home-manifeste,statement_1,ar,نؤمن بأنّ الأظافر تكشف ما نُعيره من اهتمام. اللمسة، الوقت، الصبر.,draft,
home-manifeste,statement_2,ar,خمس دقائق كلّ يوم. حركتان ومُلمِّع. دون استعراض.,draft,
home-manifeste,title,ar,الجمال البطيء انتباه.,draft,
home-metadata,description,ar,كيت FemiGlow — مانيكور ياباني حلال. حركتان، مُلمِّع، خمس دقائق كلّ مساء. مُحرَّر في الرباط.,draft,
home-metadata,fallback_og_alt,ar,FemiGlow,draft,
home-metadata,og_description,ar,مانيكور ياباني حلال. حركتان، مُلمِّع، خمس دقائق كلّ مساء.,draft,
home-metadata,og_title,ar,FemiGlow — دار العناية بالأظافر,draft,
home-metadata,title,ar,دار العناية بالأظافر — في الرباط,draft,
journal-article,author__bio,ar,مؤسِّسة دار FemiGlow. بيولوجية ومُركِّبة، تكتب من الرباط عن العناية البطيئة وموادّ المغرب العربي.,draft,
journal-article,author__equipe,ar,فريق FemiGlow,draft,
journal-article,body__hiver,ar,حين ينزل الهواء الجافّ على الرباط في يناير...,draft,
journal-article,excerpt__argan_vraie,ar,تيزنيت، تعاونيات، عصرة أولى. لماذا نشتري مباشرة، وكم يكلّف ذلك فعلا.,draft,
journal-article,excerpt__avril_soleil,ar,تستعيد شمس الدار البيضاء ارتفاعها. الأيادي تتكشّف، الطقوس تخفّ.,draft,
journal-article,excerpt__cuisine_laboratoire,ar,قبل الورشة، كان المطبخ. حكاية بداية بيتية.,draft,
journal-article,excerpt__hiver,ar,البرد الجافّ في الرباط يُجفِّف كلّ ما يُقاوم. الأظافر تنحني، لكن لا تنكسر — شرط أن نُبطئ.,draft,
journal-article,excerpt__kaolin,ar,طين أبيض، لطيف، محايد. كيف يدخل في الأساس ولماذا يبقى.,draft,
journal-article,excerpt__maison_printemps,ar,تتغيّر ورشة الرباط حين يُزهر البرتقال. زيارة لشهر يعود فيه الضوء.,draft,
journal-article,excerpt__matieres_ailleurs,ar,التزوّد يتحدّث عن الصدق. هذا ما يدخل فعلا في عنايتنا، ومن أين تأتي الموادّ.,draft,
journal-article,excerpt__paste_powder,ar,حركتان، إشراقة. درس حسّي مفصّل — Paste، Powder، مُلمِّع Step 4.,draft,
journal-article,excerpt__pluie_mars,ar,تعود الرطوبة إلى الساحل. يتنفّس الجلد الميّت، يمكن للحركات أن تتباعد.,draft,
journal-article,excerpt__ranger_rituel,ar,الخزانة، الجارور، الحقيبة. كيف نحفظ القنينات في حالة جيّدة من موسم إلى آخر.,draft,
journal-article,excerpt__table_atelier,ar,تحضير مساحتكِ قبل البدء. القماشة، الضوء، كوب الماء.,draft,
journal-article,excerpt__visiter_atelier,ar,25 مكرر شارع باتريس لومومبا، الرباط. كيف وصلنا إلى هنا، وما نصنعه فيها.,draft,
journal-article,excerpt__voix_amal,ar,ثلاثة أشهر من الطقوس، تحكيها من حفظتها. دون وعد، دون قبل-بعد ساخر.,draft,
journal-article,excerpt__voix_lina,ar,بعد شهرين، تكتب لنا. ما تغيّر، ما لم يتغيّر، وما تنتظره من البقية.,draft,
journal-article,excerpt__voix_sara,ar,أربعة أشهر كاملة. سارة تروي أظافرها، تعبها، شكوكها، والحركة التي استقرّت.,draft,
journal-article,kicker__hiver,ar,الموسم,draft,
journal-article,title__argan_vraie,ar,زيت الأركان، الحقيقي,draft,
journal-article,title__avril_soleil,ar,أبريل، شمس منخفضة,draft,
journal-article,title__cuisine_laboratoire,ar,المطبخ كمختبر,draft,
journal-article,title__hiver,ar,الشتاء، الأظافر، الصبر,draft,
journal-article,title__kaolin,ar,بودرة الكاولين,draft,
journal-article,title__maison_printemps,ar,الدار، في الربيع,draft,
journal-article,title__matieres_ailleurs,ar,موادّ من أماكن أخرى,draft,
journal-article,title__paste_powder,ar,Paste وPowder — حركتان,draft,
journal-article,title__pluie_mars,ar,مطر مارس,draft,
journal-article,title__ranger_rituel,ar,ترتيب طقوسكِ,draft,
journal-article,title__table_atelier,ar,الطاولة كورشة,draft,
journal-article,title__visiter_atelier,ar,زيارة الورشة,draft,
journal-article,title__voix_amal,ar,صوت أمل,draft,
journal-article,title__voix_lina,ar,صوت لينا,draft,
journal-article,title__voix_sara,ar,صوت سارة,draft,
journal-breadcrumb,home,ar,الرئيسية,draft,
journal-breadcrumb,journal,ar,المجلّة,draft,
journal-categories,all,ar,الكلّ,draft,
journal-categories,aria,ar,تصفية المجلّة حسب الصنف,draft,
journal-categories,maison,ar,الدار,draft,
journal-categories,matieres,ar,الموادّ,draft,
journal-categories,pratique,ar,عمليّ,draft,
journal-categories,saison,ar,الموسم,draft,
journal-categories,voix,ar,أصوات,draft,
journal-cross,maison__cta,ar,زوري الدار,draft,
journal-cross,maison__description,ar,زوري العنوان في 25 مكرر شارع باتريس لومومبا، افهمي كيف تُصنَع الطقوس، التقي الأصوات التي تكتبها.,draft,
journal-cross,maison__image_alt,ar,منظر داخلي لورشة FemiGlow في الرباط,draft,
journal-cross,maison__kicker,ar,الدار,draft,
journal-cross,maison__title,ar,ورشة الرباط.,draft,
journal-grid,cta,ar,اقرئي المجلّة,draft,
journal-grid,kicker,ar,المجلّة,draft,
journal-grid,title,ar,رسائل موسمية.,draft,
journal-hero,description,ar,رسالة في الشهر. عن الطقوس، الموادّ المغربية، الإلهام الياباني. تُكتَب في الرباط. بطيئة كالحركة.,draft,
journal-hero,title,ar,دفتر الدار.,draft,
journal-metadata,description_default,ar,دفتر دار FemiGlow — حكايات موسمية، موادّ وأصوات مَن جرّبن، تُكتب في الرباط وتُنشَر بإيقاع المواسم.,draft,
journal-metadata,description_filtered,ar,مجلّة FemiGlow — مقالات صنف {category}، تُكتب في الرباط.,draft,icu
journal-metadata,title_base,ar,دفتر الدار{suffix},draft,icu
kit-commander,kicker_default,ar,اطلبي الطقوس,draft,
kit-commander,subtitle_default,ar,بعض البيانات، عنوان في المغرب، ونحن نتولّى الباقي. توصيل مجّاني خلال 24 إلى 48 ساعة.,draft,
kit-commander,title_default,ar,ثلاث حركات، تُسلَّم إلى دارك.,draft,
kit-comparatif,description,ar,دون تبخيس، مقاربتان مختلفتان. لكلّ منهما مكانها في الحياة، ولكلّ منهما قيودها. اقرئي بصوت عالٍ: كلّ سطر متماسك.,draft,
kit-comparatif,kicker,ar,مقارنة,draft,
kit-comparatif,row__cout__axis,ar,التكلفة السنوية,draft,
kit-comparatif,row__cout__rituel,ar,كيت FemiGlow بـ199 درهم يصمد أربعة إلى خمسة أشهر. أي حوالي 500 درهم في السنة.,draft,
kit-comparatif,row__cout__vernis,ar,طلاء + مزيل + كور إصلاحية، حوالي 1500 درهم.,draft,
kit-comparatif,row__impact__axis,ar,أثر المادّة,draft,
kit-comparatif,row__impact__rituel,ar,شمع نحل، جوجوبا، طلق معدني، أرزّ، كاولين. شهادة Cosmos Organic.,draft,
kit-comparatif,row__impact__vernis,ar,مذيبات متطايرة، صيغ بأساس بتروكيميائي شائعة.,draft,
kit-comparatif,row__preparation__axis,ar,التحضير,draft,
kit-comparatif,row__preparation__rituel,ar,تنظيف لطيف، ملاحظة اللوحة، دون مذيب عدواني.,draft,
kit-comparatif,row__preparation__vernis,ar,إزالة الدهون بالأسيتون، تنعيم قسري للسطح.,draft,
kit-comparatif,row__recuperation__axis,ar,التعافي,draft,
kit-comparatif,row__recuperation__rituel,ar,لوحة مرطّبة، جلد ميّت ليّن، تلميع بالكاولين Step 4.,draft,
kit-comparatif,row__recuperation__vernis,ar,ظفر مُجفَّف تحت الطبقة، أحيانا مُضعَّف.,draft,
kit-comparatif,row__temps__axis,ar,الوقت اليومي,draft,
kit-comparatif,row__temps__rituel,ar,خمس دقائق كلّ يوم، حركة بطيئة، دون تجفيف قسري.,draft,
kit-comparatif,row__temps__vernis,ar,تطبيق 20 دقيقة، تجفيف طويل، إصلاحات.,draft,
kit-comparatif,row__tenue__axis,ar,الثبات,draft,
kit-comparatif,row__tenue__rituel,ar,دون ثبات لوني: الظفر يبقى كما هو، مدعوما يوما بعد يوم.,draft,
kit-comparatif,row__tenue__vernis,ar,5 إلى 7 أيام على ظفر مُحضَّر، إصلاحات متكرّرة.,draft,
kit-comparatif,title,ar,طلاء تقليدي وطقوس FemiGlow.,draft,
kit-comparatif,title_rituel,ar,كيت FemiGlow,draft,
kit-comparatif,title_vernis,ar,طلاء أظافر تقليدي,draft,
kit-composition,paste__certification__cosmos_body,ar,Ecocert,draft,
kit-composition,paste__certification__cosmos_label,ar,Cosmos Organic,draft,
kit-composition,paste__certification__vegan_body,ar,EVE Vegan,draft,
kit-composition,paste__certification__vegan_label,ar,Vegan,draft,
kit-composition,paste__ingredient__cire__function,ar,مُغلِّف طبيعي,draft,
kit-composition,paste__ingredient__cire__inci_definition,ar,الاسم الرسمي لشمع النحل النقي. يُغلِّف الظفر دون أن يُغلقه، يترك اللوحة تتنفّس.,draft,
kit-composition,paste__ingredient__cire__name,ar,شمع النحل,draft,
kit-composition,paste__ingredient__cire__origin,ar,تعاونية نحل، الأطلس المغربي,draft,
kit-composition,paste__ingredient__jojoba__function,ar,ترطيب الجلد الميّت,draft,typo: Hémisphage — voir review-notes 1.6
kit-composition,paste__ingredient__jojoba__inci_definition,ar,شمع نباتي سائل، قريب من الزهم الطبيعي. يُليِّن الجلد الميّت دون دهنية.,draft,
kit-composition,paste__ingredient__jojoba__name,ar,زيت الجوجوبا,draft,
kit-composition,paste__ingredient__jojoba__origin,ar,زراعات بيولوجية، سوس-ماسة,draft,
kit-composition,paste__ingredient__tocopherol__function,ar,مضادّ أكسدة,draft,
kit-composition,paste__ingredient__tocopherol__inci_definition,ar,فيتامين E من أصل نباتي. يحفظ زيوت الصيغة من التزنّخ.,draft,
kit-composition,paste__ingredient__tocopherol__name,ar,توكوفيرول,draft,
kit-composition,paste__ingredient__tocopherol__origin,ar,أصل نباتي، أوروبا,draft,
kit-composition,paste__name,ar,1 Paste,draft,
kit-composition,paste__narrative,ar,12% شمع نحل مُذاب على حرارة منخفضة من قِبَل تعاونية النحل في الأطلس المتوسّط. ثلاث دقائق من التطبيق، اللمسة مطفأة.,draft,
kit-composition,paste__sensation,ar,دافئة عند اللمس.,draft,
kit-composition,paste__short_description,ar,عجينة كريمية ناعمة. تُغلِّف اللوحة دون أن تخنقها. حبّة بحجم البندقة تكفي.,draft,
kit-composition,paste__usage_hint,ar,حبّة بحجم البندقة تُغلِّف عشرة أصابع,draft,
kit-composition,paste__volume,ar,15 غ,draft,drift: volume 15g vs 30ml — voir review-notes 1.5
kit-composition,polissoir__ingredient__kaolin__function,ar,طين لطيف,draft,
kit-composition,polissoir__ingredient__kaolin__name,ar,بودرة كاولين مُلمِّعة,draft,
kit-composition,polissoir__ingredient__kaolin__origin,ar,محجر، مراكش,draft,
kit-composition,polissoir__ingredient__mousse__name,ar,إسفنج بولي يوريثان عالي الكثافة,draft,
kit-composition,polissoir__name,ar,مُلمِّع Step 4 — Polish & Shine,draft,
kit-composition,polissoir__narrative,ar,مُلمِّع بثلاثة أوجه، من الأخشن إلى الأنعم. الوجه الأخير يكشف اللمعان، دون مذيب ولا طلاء. يُغسل بماء فاتر.,draft,
kit-composition,polissoir__sensation,ar,يعود الضوء إلى السطح.,draft,
kit-composition,polissoir__short_description,ar,مُلمِّع مستطيل أزرق سماوي. ثلاثة أوجه، ثلاث درجات. يكشف اللمعان الطبيعي.,draft,
kit-composition,polissoir__usage_hint,ar,ستّة أشهر من التلميع اللطيف,draft,
kit-composition,polissoir__volume,ar,90 ملم,draft,
kit-composition,powder__ingredient__riz__function,ar,ماصّ لطيف,draft,
kit-composition,powder__ingredient__riz__inci_definition,ar,نشا أرزّ مطحون ناعما. يمتصّ فائض Paste دون تجفيف.,draft,
kit-composition,powder__ingredient__riz__name,ar,بودرة الأرزّ,draft,
kit-composition,powder__ingredient__riz__origin,ar,آسيا بيولوجية,draft,
kit-composition,powder__ingredient__silice__function,ar,ملمس وانزلاق,draft,
kit-composition,powder__ingredient__silice__inci_definition,ar,الشكل التجميلي للسيليكات. تمنح الانزلاق وتكشف اللمعان عند التلميع.,draft,
kit-composition,powder__ingredient__silice__name,ar,سيليكا,draft,
kit-composition,powder__ingredient__silice__origin,ar,أصل معدني، أوروبا,draft,
kit-composition,powder__ingredient__talc__function,ar,مُطفئ معدني,draft,
kit-composition,powder__ingredient__talc__inci_definition,ar,سيليكات مغنيزيوم نقية، مغسولة ومنخولة. تُطفئ دون أن تُشقِّق اللوحة.,draft,
kit-composition,powder__ingredient__talc__name,ar,طلق تجميلي,draft,
kit-composition,powder__name,ar,2 Powder,draft,
kit-composition,powder__narrative,ar,بودرة معدنية ناعمة، تُوضع مباشرة بعد Paste. الطلق يمتصّ الفائض، السيليكا تُلمِّع السطح. دون أبيض، دون رمادي.,draft,
kit-composition,powder__sensation,ar,تنزلق، دون أن تُغبِّر.,draft,
kit-composition,powder__short_description,ar,بودرة بيضاء ناعمة، تُوضع فوق Paste. تمتصّ الفائض، تُلمِّع السطح.,draft,
kit-composition,powder__usage_hint,ar,قبضة تُلمِّع اليد كاملة,draft,
kit-composition,powder__volume,ar,8 غ,draft,drift: volume 8g vs 30g — voir review-notes 1.5
kit-composition,section__description,ar,يتّسع الكيت في يد واحدة. كلّ قطعة لها مكانها في الحركة، ومكانها على طاولة السرير، ومكانها في الموسم.,draft,
kit-composition,section__kicker,ar,التركيبة,draft,
kit-composition,section__title,ar,ثلاثة أغراض، ثلاث حركات.,draft,
kit-faq,adolescentes__answer,ar,نعم، ابتداء من سنّ الرابعة عشرة. الصيغ لطيفة، الحركات بسيطة. غالبا ما يكون لقاءً أوّل مع العناية البطيئة.,draft,
kit-faq,adolescentes__question,ar,هل تناسب الطقوس المراهقات؟,draft,
kit-faq,allergies__answer,ar,كلّ صيغة تعرض INCI كاملة في هذه الصفحة وعلى ملصق العلبة. عند الشكّ، نُرسل لك عيّنة قبل إرسال الكيت الكامل.,draft,
kit-faq,allergies__question,ar,وإن كنتُ أعاني من حساسية تجاه أحد المكوّنات؟,draft,
kit-faq,compatibilite_vernis__answer,ar,تتكيّف الطقوس مع الطلاء وإن صُمِّمت للاستغناء عنه. ضعي Paste وPowder في الأمسيات دون طلاء. اللوحة تتنفّس، الطقوس تُرسي بطئها.,draft,
kit-faq,compatibilite_vernis__question,ar,هل أستطيع الاستمرار في وضع الطلاء؟,draft,
