component_slug,field_key,locale,value,status,notes
contact-metadata,title,en,Contact — the maison writes back,draft,
home-avis,ines__context,en,Marrakech,draft,
home-avis,ines__first_name,en,Inès,draft,
home-avis,ines__quote,en,"The paste gives a finish that suits me. Natural, no polish.",draft,
home-avis,kicker_default,en,Voices,draft,
home-avis,salma__context,en,Casablanca,draft,
home-avis,salma__first_name,en,Salma,draft,
home-avis,salma__initiee_depuis,en,January 2025,draft,
home-avis,salma__quote,en,Three months without breakage. Five minutes each evening is enough.,draft,
home-avis,title_default,en,Those who have tried.,draft,
home-avis,yasmine__context,en,Rabat,draft,
home-avis,yasmine__first_name,en,Yasmine,draft,
home-avis,yasmine__quote,en,The ritual sets the rhythm of my late day. It has become a moment for me.,draft,
home-gestes,kicker,en,The ritual,draft,
home-gestes,paste_description,en,"Smooth cream paste, laid on a dry nail. Films, smooths, prepares.",draft,
home-gestes,paste_duree,en,2 minutes,draft,
home-gestes,paste_titre,en,Paste,draft,
home-gestes,polish_description,en,Step 4 buffer drawn in slow motions. The natural shine appears.,draft,
home-gestes,polish_duree,en,1 minute,draft,
home-gestes,polish_titre,en,Polish & Shine,draft,
home-gestes,powder_description,en,"Fine white powder, set over the paste. Absorbs, polishes, wakes.",draft,
home-gestes,powder_duree,en,2 minutes,draft,
home-gestes,powder_titre,en,Powder,draft,
home-gestes,title,en,"Five gestures, five minutes.",draft,drift: Cinq gestes (5) — voir review-notes 1.2
home-hero,cta_primary,en,Discover the ritual,draft,
home-hero,cta_secondary,en,Receive the pack,draft,
home-hero,image_alt,en,"Open FemiGlow pastel box, sage paste jar and powdered rose powder jar, sky blue buffer, late-morning natural light",draft,
home-hero,kicker,en,Maison of Rabat,draft,
home-hero,subtitle,en,"Halal Japanese manicure, designed in Rabat. No polish, no abrasion.",draft,
home-hero,title,en,"The FemiGlow pack. Two gestures, a quiet glow.",draft,
home-manifeste,kicker,en,Manifesto,draft,
home-manifeste,statement_1,en,"We believe nails reveal whatever is given to them. The gesture, the time, the patience.",draft,
home-manifeste,statement_2,en,Five minutes a day. Two gestures and a buffer. Nothing to prove.,draft,
home-manifeste,title,en,Slow beauty is an attention.,draft,
home-metadata,description,en,"FemiGlow pack — halal Japanese manicure. Two gestures, one buffer, five minutes each evening. Edited in Rabat.",draft,
home-metadata,fallback_og_alt,en,FemiGlow,draft,
home-metadata,og_description,en,"Halal Japanese manicure. Two gestures, one buffer, five minutes each evening.",draft,
home-metadata,og_title,en,FemiGlow — Maison of nail care,draft,
home-metadata,title,en,Maison of nail care — in Rabat,draft,
journal-article,author__bio,en,"Founder of Maison FemiGlow. Biologist and formulator, she writes from Rabat on slow care and the materials of the Maghreb.",draft,
journal-article,author__equipe,en,The FemiGlow team,draft,
journal-article,body__hiver,en,When the dry air settles over Rabat in January…,draft,
journal-article,excerpt__argan_vraie,en,"Tiznit, cooperatives, first pressing. Why we buy direct, and what it really costs.",draft,
journal-article,excerpt__avril_soleil,en,"The Casablanca sun rises higher again. Hands come out, the ritual lightens.",draft,
journal-article,excerpt__cuisine_laboratoire,en,"Before the atelier, there was the kitchen. The story of a domestic beginning.",draft,
journal-article,excerpt__hiver,en,"The dry cold of Rabat parches all that resists. Nails bend, but do not break — provided one slows down.",draft,
journal-article,excerpt__kaolin,en,"White clay, soft, neutral. How it enters the base and why it stays.",draft,
journal-article,excerpt__maison_printemps,en,The Rabat atelier changes its breath when the orange tree blossoms. A visit during a month when the light returns.,draft,
journal-article,excerpt__matieres_ailleurs,en,"Sourcing speaks of honesty. Here is what really makes up our care, and where the materials come from.",draft,
journal-article,excerpt__paste_powder,en,"Two gestures, a quiet glow. A detailed sensory tutorial — paste, powder, Step 4 buffer.",draft,
journal-article,excerpt__pluie_mars,en,"Humidity returns to the coast. Cuticles breathe, gestures can be spaced out.",draft,
journal-article,excerpt__ranger_rituel,en,"The cupboard, the drawer, the pouch. How to keep the bottles in good condition from one season to the next.",draft,
journal-article,excerpt__table_atelier,en,"Prepare your space before you begin. The cloth, the light, the glass of water.",draft,
journal-article,excerpt__visiter_atelier,en,"25 bis avenue Patrice Lumumba, Rabat. How we ended up here, and what we make.",draft,
journal-article,excerpt__voix_amal,en,"Three months of ritual, told by the one who held them. No promises, no cliché before-and-after.",draft,
journal-article,excerpt__voix_lina,en,"Two months in, she writes to us. What has changed, what has not, and what she expects next.",draft,
journal-article,excerpt__voix_sara,en,"Four full months. Sara tells of her nails, her tiredness, her doubts, and the gesture that settled in.",draft,
journal-article,kicker__hiver,en,Season,draft,
journal-article,title__argan_vraie,en,"Argan oil, true",draft,
journal-article,title__avril_soleil,en,"April, low sun",draft,
journal-article,title__cuisine_laboratoire,en,The kitchen as laboratory,draft,
journal-article,title__hiver,en,"Winter, nails, patience",draft,
journal-article,title__kaolin,en,Kaolin powder,draft,
journal-article,title__maison_printemps,en,"The maison, in spring",draft,
journal-article,title__matieres_ailleurs,en,Materials from elsewhere,draft,
journal-article,title__paste_powder,en,Paste and powder — two gestures,draft,
journal-article,title__pluie_mars,en,March rain,draft,
journal-article,title__ranger_rituel,en,Storing your ritual,draft,
journal-article,title__table_atelier,en,The table as atelier,draft,
journal-article,title__visiter_atelier,en,Visit the atelier,draft,
journal-article,title__voix_amal,en,The voice of Amal,draft,
journal-article,title__voix_lina,en,The voice of Lina,draft,
journal-article,title__voix_sara,en,The voice of Sara,draft,
journal-breadcrumb,home,en,Home,draft,
journal-breadcrumb,journal,en,Journal,draft,
journal-categories,all,en,All,draft,
journal-categories,aria,en,Filter the journal by category,draft,
journal-categories,maison,en,Maison,draft,
journal-categories,matieres,en,Materials,draft,
journal-categories,pratique,en,Practice,draft,
journal-categories,saison,en,Season,draft,
journal-categories,voix,en,Voices,draft,
journal-cross,maison__cta,en,Visit the maison,draft,
journal-cross,maison__description,en,"Visit the address at 25 bis avenue Patrice Lumumba, understand how the ritual is made, meet the voices that write it.",draft,
journal-cross,maison__image_alt,en,Interior view of the FemiGlow atelier in Rabat,draft,
journal-cross,maison__kicker,en,The maison,draft,
journal-cross,maison__title,en,The Rabat atelier.,draft,
journal-grid,cta,en,Read the journal,draft,
journal-grid,kicker,en,The journal,draft,
journal-grid,title,en,Seasonal letters.,draft,
journal-hero,description,en,"One letter per month. On the ritual, Moroccan materials, Japanese inspiration. Written in Rabat. Slow as the gesture.",draft,
journal-hero,title,en,The notebook of the maison.,draft,
journal-metadata,description_default,en,"The notebook of Maison FemiGlow — seasonal stories, materials and voices of initiates, written in Rabat and published at the rhythm of the seasons.",draft,
journal-metadata,description_filtered,en,"FemiGlow journal — articles in the {category} category, written in Rabat.",draft,icu
journal-metadata,title_base,en,The notebook of the maison{suffix},draft,icu
kit-commander,kicker_default,en,Order the ritual,draft,
kit-commander,subtitle_default,en,"A few details, an address in Morocco, and we take care of the rest. Free delivery in 24-48 hours.",draft,
kit-commander,title_default,en,"Three gestures, delivered to your home.",draft,
kit-comparatif,description,en,"Without dismissing either, two different approaches. Each has its place in a life, each has its constraints. Read each line aloud: every one stands on its own.",draft,
kit-comparatif,kicker,en,Comparison,draft,
kit-comparatif,row__cout__axis,en,Annual cost,draft,
kit-comparatif,row__cout__rituel,en,A 199 MAD FemiGlow pack lasts four to five months. About 500 MAD per year.,draft,
kit-comparatif,row__cout__vernis,en,"Polish + remover + repair treatments, approx. 1,500 MAD.",draft,
kit-comparatif,row__impact__axis,en,Material footprint,draft,
kit-comparatif,row__impact__rituel,en,"Beeswax, jojoba, mineral talc, rice, kaolin. Cosmos Organic certification.",draft,
kit-comparatif,row__impact__vernis,en,"Volatile solvents, often petrochemical-based formulas.",draft,
kit-comparatif,row__preparation__axis,en,Preparation,draft,
kit-comparatif,row__preparation__rituel,en,"Gentle cleansing, attentive reading of the plate, no aggressive solvent.",draft,
kit-comparatif,row__preparation__vernis,en,"Acetone degreasing, smooth surface forced.",draft,
kit-comparatif,row__recuperation__axis,en,Recovery,draft,
kit-comparatif,row__recuperation__rituel,en,"Hydrated plate, supple cuticles, polishing with Step 4 kaolin.",draft,
kit-comparatif,row__recuperation__vernis,en,"Dehydrated nail under the coat, sometimes weakened.",draft,
kit-comparatif,row__temps__axis,en,Daily time,draft,
kit-comparatif,row__temps__rituel,en,"Five minutes a day, a slow gesture, no forced drying.",draft,
kit-comparatif,row__temps__vernis,en,"20 min application, long drying, touch-ups.",draft,
kit-comparatif,row__tenue__axis,en,Hold,draft,
kit-comparatif,row__tenue__rituel,en,"No coloured hold: the nail stays as it is, supported day by day.",draft,
kit-comparatif,row__tenue__vernis,en,"5 to 7 days on prepared nails, frequent touch-ups.",draft,
kit-comparatif,title,en,Classic polish and the FemiGlow ritual.,draft,
kit-comparatif,title_rituel,en,FemiGlow pack,draft,
kit-comparatif,title_vernis,en,Classic polish,draft,
kit-composition,paste__certification__cosmos_body,en,Ecocert,draft,
kit-composition,paste__certification__cosmos_label,en,Cosmos Organic,draft,
kit-composition,paste__certification__vegan_body,en,EVE Vegan,draft,
kit-composition,paste__certification__vegan_label,en,Vegan,draft,
kit-composition,paste__ingredient__cire__function,en,Natural film-former,draft,
kit-composition,paste__ingredient__cire__inci_definition,en,"Official name for pure beeswax. Films the nail without sealing it, lets the plate breathe.",draft,
kit-composition,paste__ingredient__cire__name,en,Beeswax,draft,
kit-composition,paste__ingredient__cire__origin,en,"Beekeeping cooperative, Moroccan Atlas",draft,
kit-composition,paste__ingredient__jojoba__function,en,Cuticle softener,draft,typo: Hémisphage — voir review-notes 1.6
kit-composition,paste__ingredient__jojoba__inci_definition,en,"Liquid plant wax, close to natural sebum. Softens cuticles without leaving an oily film.",draft,
kit-composition,paste__ingredient__jojoba__name,en,Jojoba oil,draft,
kit-composition,paste__ingredient__jojoba__origin,en,"Organic crops, Souss-Massa",draft,
kit-composition,paste__ingredient__tocopherol__function,en,Antioxidant,draft,
kit-composition,paste__ingredient__tocopherol__inci_definition,en,Plant-derived vitamin E. Protects the formula's oils from going rancid.,draft,
kit-composition,paste__ingredient__tocopherol__name,en,Tocopherol,draft,
kit-composition,paste__ingredient__tocopherol__origin,en,"Plant origin, Europe",draft,
kit-composition,paste__name,en,1 Paste,draft,
kit-composition,paste__narrative,en,"12% beeswax melted at low temperature by the beekeeping cooperative of the Middle Atlas. Three minutes of contact, the finish is matte.",draft,
kit-composition,paste__sensation,en,Warm to the touch.,draft,
kit-composition,paste__short_description,en,Smooth cream paste. Films the nail plate without sealing it. A hazelnut-sized amount is enough.,draft,
kit-composition,paste__usage_hint,en,one dab covers ten fingers,draft,
kit-composition,paste__volume,en,15 g,draft,drift: volume 15g vs 30ml — voir review-notes 1.5
kit-composition,polissoir__ingredient__kaolin__function,en,Soft clay,draft,
kit-composition,polissoir__ingredient__kaolin__name,en,Polishing kaolin powder,draft,
kit-composition,polissoir__ingredient__kaolin__origin,en,"Quarry, Marrakech",draft,
kit-composition,polissoir__ingredient__mousse__name,en,High-density polyurethane foam,draft,
kit-composition,polissoir__name,en,Step 4 buffer — Polish & Shine,draft,
kit-composition,polissoir__narrative,en,"Three-sided buffer, from the coarsest to the softest grain. The final side reveals the shine, with no solvent, no polish. Rinses under warm water.",draft,
kit-composition,polissoir__sensation,en,Light returns to the surface.,draft,
kit-composition,polissoir__short_description,en,"Sky blue rectangular buffer. Three sides, three grains. Reveals the natural shine.",draft,
kit-composition,polissoir__usage_hint,en,six months of gentle buffing,draft,
kit-composition,polissoir__volume,en,90 mm,draft,
kit-composition,powder__ingredient__riz__function,en,Gentle absorbent,draft,
kit-composition,powder__ingredient__riz__inci_definition,en,Finely ground rice starch. Absorbs the surplus paste without drying.,draft,
kit-composition,powder__ingredient__riz__name,en,Rice powder,draft,
kit-composition,powder__ingredient__riz__origin,en,Organic Asia,draft,
kit-composition,powder__ingredient__silice__function,en,Texture & glide,draft,
kit-composition,powder__ingredient__silice__inci_definition,en,Cosmetic form of silicate. Gives the glide and reveals the shine when buffed.,draft,
kit-composition,powder__ingredient__silice__name,en,Silica,draft,
kit-composition,powder__ingredient__silice__origin,en,"Mineral origin, Europe",draft,
kit-composition,powder__ingredient__talc__function,en,Mineral mattifier,draft,
kit-composition,powder__ingredient__talc__inci_definition,en,"Pure magnesium silicate, washed and sieved. Mattifies without cracking the nail plate.",draft,
kit-composition,powder__ingredient__talc__name,en,Cosmetic talc,draft,
kit-composition,powder__name,en,2 Powder,draft,
kit-composition,powder__narrative,en,"Fine mineral powder, laid just after the paste. The talc absorbs the surplus, the silica polishes the surface. No white, no grey.",draft,
kit-composition,powder__sensation,en,"Glides, never dulls.",draft,
kit-composition,powder__short_description,en,"Fine white powder, set over the paste. Absorbs the excess, polishes the surface.",draft,
kit-composition,powder__usage_hint,en,a pinch polishes the whole hand,draft,
kit-composition,powder__volume,en,8 g,draft,drift: volume 8g vs 30g — voir review-notes 1.5
kit-composition,section__description,en,"The kit fits in one hand. Each piece has its place in the gesture, its place on the bedside table, its place in the season.",draft,
kit-composition,section__kicker,en,The composition,draft,
kit-composition,section__title,en,"Three objects, three gestures.",draft,
kit-faq,adolescentes__answer,en,"Yes, from the age of fourteen. The formulas are gentle, the gestures simple. It is often a first encounter with slow care.",draft,
kit-faq,adolescentes__question,en,Is the ritual suitable for teenagers?,draft,
kit-faq,allergies__answer,en,"Each formula lists its full INCI on this page and on the jar label. If in doubt, we send you a sample before shipping the full pack.",draft,
kit-faq,allergies__question,en,What if I am allergic to an ingredient?,draft,
kit-faq,compatibilite_vernis__answer,en,"The ritual accommodates polish, even though it is designed to do without. Apply the paste and the powder on the evenings without polish. The plate breathes, the ritual settles into its slowness.",draft,
kit-faq,compatibilite_vernis__question,en,Can I keep wearing polish?,draft,
kit-faq,duree_pack__answer,en,"In daily use, the pack lasts four to five months. The paste runs out first, the powder follows. The buffer lasts about a year. Refills will be available from autumn 2026.",draft,
kit-faq,duree_pack__question,en,How long does a pack last?,draft,
kit-faq,expedition__answer,en,"Rabat: 24 h. Rest of Morocco: 48 to 72 h. Free shipping. International: we study each destination, shipping is by DHL with tracking.",draft,
kit-faq,expedition__question,en,What are the shipping times?,draft,
kit-faq,frequence__answer,en,"Every evening if you can, in five minutes. If you skip a day, that is fine: the maison welcomes the pause just as it welcomes the return.",draft,
kit-faq,frequence__question,en,How often should I apply it?,draft,
kit-faq,grossesse__answer,en,"All formulas are free of volatile solvents, phthalates and toluene. We recommend speaking with your doctor: care is built in confidence.",draft,
kit-faq,grossesse__question,en,Is the ritual suitable during pregnancy?,draft,
kit-faq,retours__answer,en,"Yes, within thirty days, even opened. Send us two lines at info@femiglow-maroc.com and we will collect the pack. Refund within five working days.",draft,
kit-faq,retours__question,en,Can I return the pack?,draft,
kit-faq,section__description,en,"The answers are short, precise, verifiable. If a question is missing, write to us: we will add it.",draft,
kit-faq,section__kicker,en,Questions,draft,
kit-faq,section__title,en,The questions we are asked.,draft,
kit-hands,description,en,"Unretouched photographs, taken at our initiates' homes after several months of ritual. The plate regains its grain, with no miracle recipe.",draft,
kit-hands,kicker,en,Three hands,draft,
kit-hands,title,en,"Three hands, three seasons.",draft,
kit-hands-testimonials,amal__city,en,Rabat,draft,
kit-hands-testimonials,amal__first_name,en,Amal,draft,
kit-hands-testimonials,amal__initiee_depuis,en,February 2026,draft,
kit-hands-testimonials,amal__quote,en,"Three months, and the nail has recovered its grain. I stopped forcing it.",draft,
kit-hands-testimonials,lina__city,en,Casablanca,draft,
kit-hands-testimonials,lina__first_name,en,Lina,draft,
kit-hands-testimonials,lina__quote,en,Five minutes in the evening — it has become a signal that the day is ending.,draft,
kit-hands-testimonials,sara__city,en,Marrakech,draft,
kit-hands-testimonials,sara__first_name,en,Sara,draft,
kit-hands-testimonials,sara__quote,en,I will not go back to polish. The hand is enough on its own.,draft,
kit-hero,cta_commander,en,Order the ritual,draft,
kit-hero,kicker,en,The ritual,draft,
kit-hero,savings,en,Save {savings} MAD,draft,icu
kit-ingredients,section__description,en,"Everything is said: common names, INCI, function, origin, concentration. No blind spots, no promise hidden behind a formula.",draft,
kit-ingredients,section__kicker,en,The detail,draft,
kit-ingredients,section__title,en,The composition read line by line.,draft,
kit-metadata,description_fallback,en,"FemiGlow pack — Japanese manicure box in two gestures. Sage green paste, powdered rose powder and Step 4 Polish & Shine buffer. Designed in Rabat by our team. No polish, no abrasion. Free shipping in Morocco.",draft,
kit-metadata,og_alt,en,"The FemiGlow pack — paste, powder, Step 4 buffer",draft,
kit-metadata,title_fallback,en,The FemiGlow pack — Japanese manicure,draft,
kit-pack-visual,label_avis_clientes,en,Customer reviews,draft,"drift voix: ""clientes"" vs ""initiées"" — voir review-notes 5.2"
kit-pack-visual,label_promesses,en,Product promises,draft,
kit-pivot-final,body,en,"The ritual begins when you decide. Five minutes in the evening, one season, and the nail plate returns to its cadence.",draft,
kit-pivot-final,cta_secondary,en,Read more,draft,
kit-pivot-final,kicker,en,The gesture,draft,
kit-pivot-final,title,en,Make the gesture.,draft,
kit-product,description,en,"The FemiGlow pack brings together two jars — a smoothing paste and a polishing powder — and a Step 4 Polish & Shine buffer. A Japanese manicure, formulated in Rabat by our team. No polish. No abrasion. Five minutes a day is enough.",draft,
kit-product,image_alt_primary,en,"Open FemiGlow pack on a pastel background — sage green paste jar, powdered rose powder jar, sky blue Step 4 buffer, powdered rose wave, FemiGlow typography",draft,
kit-product,image_alt_secondary,en,"Bare hands with short to medium nails, naturally shining after the paste-powder-polish ritual",draft,
kit-product,name,en,FemiGlow pack,draft,drift: Pack vs Kit — voir review-notes 1.3
kit-product,pack_image_alt,en,"FemiGlow kit — paste, powder and Step 4 buffer, laid on a cream background",draft,
kit-product,shipping_estimate,en,Rabat: 24 h. Morocco: 48 to 72 h. Free shipping.,draft,
kit-product,tagline,en,"Japanese manicure. Two gestures, one buffer, one quiet glow.",draft,
kit-product-feed,claims__agressif__detail,en,"No acetone, no phthalates, no toluene — the plate breathes.",draft,
kit-product-feed,claims__agressif__label,en,No aggressive chemicals,draft,
kit-product-feed,claims__eclatants__detail,en,"Strengthened keratin, polished shine with the Step 4 buffer.",draft,
kit-product-feed,claims__eclatants__label,en,"For strong, glowing nails",draft,
kit-product-feed,claims__naturel__detail,en,"Beeswax, jojoba, kaolin, rice powder — Japanese manicure.",draft,
kit-product-feed,claims__naturel__label,en,Naturally sourced ingredients,draft,
kit-product-feed,compare_at_aria,en,Unbundled price {price},draft,icu
kit-product-feed,hero__cta_label,en,Order the ritual,draft,
kit-product-feed,hero__cta_microcopy,en,Paste · Powder · Step 4 buffer included · Free shipping in Morocco · Cash on delivery · 30-day return.,draft,
kit-product-feed,hero__kicker,en,The pack,draft,
kit-product-feed,hero__lead,en,"Three objects in the hand, two gestures in the evening. The paste films, the powder polishes, the Step 4 buffer reveals — Japanese manicure, designed in Rabat.",draft,
kit-product-feed,hero__price_prefix,en,All included:,draft,
kit-product-feed,hero__title,en,The ritual settles in with two gestures and a buffer.,draft,
kit-product-feed,social_proof__count_label_geo,en,{count} maisons in France,draft,icu; drift: maisons en France — voir review-notes 1.1
kit-product-feed,social_proof__fallback_author,en,"Lina, Rabat",draft,
kit-product-feed,social_proof__fallback_quote,en,Five minutes in the evening — it has become a signal that the day is ending.,draft,
